Name,Team,Barrel%,CSW%,Starting,Relieving,SO,TBF,GS,SV,xFIP-,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Tyson Miller","- - -",0.12121212,0.26797386,,0.806860091418571,9,45,0,0,105.57785737296606,112.06209150326798,106.89803921568627,110.51633986928104,"Tyson Miller",19976,668338
"Clay Holmes","NYY",0.03846154,0.375,,3.3543367076230117,16,47,0,6,51.50036919412937,135.3869318181818,104.98238636363637,110.25511363636365,"Clay Holmes",13649,605280
"Tanner Houck","BOS",0.03448276,0.31451613,9.373403137872291,,30,127,5,0,70.98333084079695,110.14740691489362,103.26661805078929,110.13410475291695,"Tanner Houck",19879,656557
"Corbin Burnes","BAL",0.07142857,0.30769231,8.644002742693015,,37,147,6,0,77.09793059919427,119.66946993855488,103.11233958155091,109.98976044178269,"Corbin Burnes",19361,669203
"Kenley Jansen","BOS",0.17391304,0.27966102,,3.118391443888916,8,33,0,3,95.81461431983588,119.30762711864406,108.31016949152543,109.56949152542373,"Kenley Jansen",3096,445276
"Tyler Glasnow","LAD",0.06060606,0.28301887,9.835204621788519,,43,117,5,0,55.19830603977166,114.22003530839677,102.80684762220017,109.46148515943948,"Tyler Glasnow",14374,607192
"Pete Fairbanks","TBR",0,0.42857143,,3.5277210831253933,8,19,0,1,39.805338362003816,131.66071428571428,103.58571428571429,109.45357142857141,"Pete Fairbanks",17998,664126
"Matt Strahm","PHI",0,0.35526316,,6.079798130308288,15,36,0,0,39.84520606647727,102.44407894736841,110.50526315789473,109.14802631578948,"Matt Strahm",13799,621381
"Trent Thornton","SEA",0.09090909,0.33516484,,1.3841642140272072,12,49,0,0,88.91008646080118,116.31923076923078,104.95604395604396,109.07362637362637,"Trent Thornton",17948,663423
"Ian Hamilton","NYY",0.03225806,0.2875817,,-0.4136130520431512,7,43,0,0,126.53938960648601,117.82091503267975,110.24509803921566,109.03202614379086,"Ian Hamilton",19261,641656
"Janson Junk","MIL",0.04347826,0.18811881,,-0.2112242324672074,3,27,0,0,106.6350621318912,94.21584158415841,108.50594059405942,108.96435643564358,"Janson Junk",23301,676083
"Michael Grove","LAD",0.13043478,0.31111111,-0.690855006162431,1.8486090792360748,18,46,1,0,67.62328044259908,105.83333333333333,100.15444444444442,108.93444444444445,"Michael Grove",23221,675627
"Chris Martin","BOS",0.05263158,0.30357143,,2.1300397368936284,12,32,0,0,47.46478719097331,103.99374999999999,108.9544642857143,108.93392857142855,"Chris Martin",11847,455119
"Jeff Hoffman","PHI",0.07407407,0.30939227,,3.933803252907093,15,44,0,3,61.07852437711298,119.20659037095503,101.64984214680346,108.8487371744278,"Jeff Hoffman",17432,656546
"Josh Hader","HOU",0.08695652,0.34482759,,4.760636581705601,21,48,0,5,44.74050139988878,125.22610837438424,97.54433497536944,108.7655172413793,"Josh Hader",14212,623352
"Nick Martinez","CIN",0,0.25245902,1.5610788625035283,3.486606468185404,14,84,2,0,103.44098059268418,94.87803278688526,111.95704918032787,108.68786885245902,"Nick Martinez",12730,607259
"Lucas Sims","CIN",0.14285714,0.24299065,,-0.7379916049239306,8,32,0,0,116.04541702885416,137.91121495327104,96.95607476635513,108.67850467289722,"Lucas Sims",13470,608371
"Zack Wheeler","PHI",0.06024096,0.27122153,5.357529045930329,,30,124,5,0,97.84604105227402,105.83643892339543,104.32236024844718,108.6633540372671,"Zack Wheeler",10310,554430
"Lucas Erceg","OAK",0.12,0.36363636,,0.4549291649663457,15,43,0,2,49.63572476680565,105.10909090909091,106.38666666666668,108.60363636363635,"Lucas Erceg",19360,668674
"Tarik Skubal","DET",0.1038961,0.33259912,9.720991306099306,,37,119,5,0,63.96763949687813,107.34691629955947,104.18722466960352,108.35088105726872,"Tarik Skubal",22267,669373
"Dillon Tate","BAL",0,0.42553191,,0.8404889723259631,5,13,0,0,44.880605559100644,112.35106382978724,102.44042553191491,108.3127659574468,"Dillon Tate",17796,622253
"Bryan Hoeing","MIA",0,0.3125,,1.482818598925503,4,15,0,0,44.60506923232895,110.21875,111.54375,108.2890625,"Bryan Hoeing",26304,663773
"Daniel Palencia","CHC",0.07692308,0.33333333,,1.3853595630487572,7,22,0,0,60.90032294129346,121.68933333333332,98.672,108.21066666666667,"Daniel Palencia",27914,694037
"Joe Musgrove","SDP",0.16666667,0.28395062,-2.539589000822549,,16,57,3,0,79.44042331629872,115.0716049382716,106.60493827160494,108.13827160493828,"Joe Musgrove",12970,605397
"Dylan Cease","SDP",0.08695652,0.30282862,7.423295779672797,,47,149,6,0,73.4296460947338,117.61680532445924,101.5838602329451,108.10183028286191,"Dylan Cease",18525,656302
"Darius Vines","ATL",0.07142857,0.24358974,,-0.816446315066645,2,18,0,0,165.96640592741264,87.65128205128204,108.09358974358973,108.09102564102565,"Darius Vines",25928,670241
"Cam Booser","BOS",0.12121212,0.35384615,,1.9493458047399885,18,52,0,0,69.15628208254624,96.6548717948718,106.9958974358974,108.08564102564102,"Cam Booser",16061,592155
"Scott Alexander","OAK",0.16666667,0.3,,-0.846283023240729,2,8,0,0,49.5289610225704,87.82666666666667,117.42666666666668,108.06,"Scott Alexander",10591,518397
"Robert Suarez","SDP",0.12,0.22535211,,5.575318761028335,11,37,0,5,97.78264402538073,135.1901408450704,104.61478873239436,108.00492957746481,"Robert Suarez",30115,663158
"Andrés Muñoz","SEA",0.12,0.34482759,,4.275578073114383,17,44,0,7,45.32749617623451,118.3632183908046,103.62758620689655,107.8971264367816,"Andres Munoz",20373,662253
"Justin Wilson","CIN",0.14285714,0.35294118,,-0.23849164424342878,10,25,0,0,36.172935971225904,102.26666666666668,108.8421568627451,107.88529411764705,"Justin Wilson",4301,458677
"Chris Paddack","MIN",0.09174312,0.27472527,5.717666566803488,,31,145,6,0,93.60187551238695,87.15411460685434,108.93174770435046,107.83682071353306,"Chris Paddack",20099,663978
"Tanner Scott","MIA",0,0.27058824,,2.3709986120405753,12,42,0,2,88.81447353467313,141.71294117647057,97.65705882352941,107.7870588235294,"Tanner Scott",17586,656945
"Yusei Kikuchi","TOR",0.07608696,0.28301887,8.550251286144915,,28,125,5,0,85.17444301116649,110.18343815513627,104.75723270440251,107.70754716981132,"Yusei Kikuchi",20633,579328
"Anthony Bender","MIA",0.14285714,0.29842932,,-1.2811555176588743,12,47,0,0,100.71236164766066,120.9314301959205,99.29692497216367,107.66585013385136,"Anthony Bender",19742,669622
"Chris Roycroft","STL",0.05555556,0.26229508,,-0.776038944294958,6,29,0,0,115.15650198642575,134.56967213114754,101.81967213114754,107.63934426229508,"Chris Roycroft",31261,688297
"Sam Long","KCR",0.25,0.31034483,,0.33730801897953994,2,6,0,0,81.11950921421847,96.0896551724138,104.60344827586206,107.59655172413794,"Sam Long",25379,669674
"Randy Rodríguez","SFG",0.02941176,0.27350427,,3.4497990299055887,18,56,0,0,74.33924535063589,119.36239316239316,101.08247863247864,107.52094017094015,"Randy Rodriguez",23974,678495
"Bryan Woo","SEA",0,0.33027523,5.278485882727282,,15,55,3,0,73.4170937353077,106.67915216703574,109.47581461562797,107.47859854476432,"Bryan Woo",30279,693433
"Carson Spiers","CIN",0,0.35483871,,0.8866380729191051,4,23,0,0,87.57505639163357,105.29516129032258,106.39032258064516,107.34516129032258,"Carson Spiers",27685,686730
"Sean Hjelle","SFG",0.05,0.34977578,,1.668849244127919,19,62,0,0,47.2748644916748,102.01614349775784,106.33766816143498,107.00448430493272,"Sean Hjelle",21481,663546
"Justin Anderson","CHW",0,0.35,,0.8822667382544572,4,9,0,0,54.104562441181194,108.90749999999998,103.61500000000001,106.97,"Justin Anderson",16201,605121
"Luke Jackson","SFG",0.05882353,0.24152542,,0.9632063096643271,15,56,0,0,92.63856891578384,126.26670748623694,93.46816940482898,106.862405175777,"Luke Jackson",11752,592426
"Zach Pop","TOR",0.03125,0.2601626,,-0.30188636050520035,7,40,0,0,86.04030216775287,100.3691056910569,104.41707317073171,106.67642276422764,"Zach Pop",20185,647315
"Kyle Bradish","BAL",0.04081633,0.32732733,5.515371386333953,,23,82,4,0,81.2420931504506,107.73195329580874,100.02598502116577,106.66800483788437,"Kyle Bradish",24586,680694
"Cole Ragans","KCR",0.06944444,0.30241935,8.264482356213598,,39,122,5,0,72.51017517781109,110.55262096774193,100.83064516129032,106.60483870967742,"Cole Ragans",21846,666142
"David Bednar","PIT",0.12820513,0.25821596,,-0.5291488272659528,11,54,0,7,119.02591167998493,125.31069751844399,98.86334674714958,106.56418511066398,"David Bednar",19569,670280
"Edwin Díaz","NYM",0.14285714,0.32195122,,-2.7122220322413297,18,50,0,1,61.078526067925345,118.58519368723098,95.13626972740317,106.51406025824966,"Edwin Diaz",14710,621242
"Kutter Crawford","BOS",0.06363636,0.2676311,6.196419693185084,,31,151,6,0,105.33292323356362,106.70831826401448,106.17359855334539,106.50271247739602,"Kutter Crawford",20531,676710
"Yennier Cano","BAL",0.1,0.23033708,,-3.661136396478128,8,44,0,2,100.46874315750665,121.33651685393257,108.64213483146067,106.36573033707866,"Yennier Cano",25911,666974
"Joel Payamps","MIL",0.19047619,0.2920354,,-1.239918560875116,7,30,0,0,102.30534444200927,107.571209439528,103.00188790560473,106.3375221238938,"Joel Payamps",14332,606303
"Bryce Miller","SEA",0.11494253,0.25056948,1.1879865422897173,,27,119,5,0,92.85292509338603,115.29863325740318,104.44965831435078,106.30933940774486,"Bryce Miller",29837,682243
"Hoby Milner","MIL",0,0.30357143,,3.9470300547359285,15,52,0,0,59.871096159565596,106.70357142857142,106.125,106.30714285714286,"Hoby Milner",13346,571948
"Sonny Gray","STL",0.10126582,0.32815965,1.7429595077050306,,36,125,5,0,77.49582412079826,105.40044345898006,103.23547671840355,106.2148558758315,"Sonny Gray",12768,543243
"Austin Adams","OAK",0.11111111,0.34545455,,1.3976494714694345,14,36,0,0,55.726794850862426,101.3812121212121,96.02787878787878,106.07939393939392,"Austin Adams",13801,613534
"John Brebbia","CHW",0.09375,0.28019324,,1.8847634516572722,15,49,0,1,56.30291097288199,107.77777777777777,104.08357487922703,106.07294685990337,"John Brebbia",12777,605154
"Justin Steele","CHC",0.10447761,0.23839009,-2.2647413387666857,,17,90,4,0,106.05579426091751,98.55448916408669,103.44024767801857,105.91424148606812,"Justin Steele",17312,657006
"Robert Garcia","WSN",0.05555556,0.28695652,,3.2979050249557695,10,31,0,0,71.37964040657026,105.93913043478264,111.3591304347826,105.90434782608696,"Robert Garcia",23363,676395
"Yoshinobu Yamamoto","LAD",0.06666667,0.28989362,4.919755663872931,,24,104,4,0,81.7384083088418,95.76678927116342,106.71122397012222,105.84480817111816,"Yoshinobu Yamamoto",33825,808967
"Joey Estes","OAK",0.08333333,0.27160494,2.401817010129993,,15,67,3,0,108.74347432832143,95.78784425451093,107.9623569845792,105.79311264866818,"Joey Estes",26257,683155
"Jake Irvin","WSN",0.12903226,0.2462845,3.639005604121044,,21,119,5,0,98.47319199370125,99.87048832271762,107.89808917197452,105.70806794055201,"Jake Irvin",21504,663623
"Jesús Luzardo","MIA",0.04,0.33208955,7.398719307679085,,19,70,3,0,74.6195546998238,93.39962686567164,103.17201492537313,105.65708955223882,"Jesus Luzardo",19959,666200
"Aaron Bummer","ATL",0,0.31578947,,2.6562956232755686,12,42,0,0,71.3313867085148,100.56900584795324,105.00760233918128,105.6157894736842,"Aaron Bummer",16258,607481
"Nick Vespi","BAL",0,0.27272727,,0.05391648828229023,0,4,0,0,150.57630102264974,81.84545454545456,109.0090909090909,105.5909090909091,"Nick Vespi",21093,663989
"Michael Kopech","CHW",0.03703704,0.33023256,,-1.6835692172764476,14,51,0,3,124.12024932092605,140.82279069767444,99.14046511627907,105.5813953488372,"Michael Kopech",17282,656629
"Danny Coulombe","BAL",0.03703704,0.35416667,,1.670004000502794,8,35,0,1,73.21657780209007,84.01249999999999,105.57847222222222,105.55069444444445,"Danny Coulombe",13293,543056
"Brandon Pfaadt","ARI",0.02247191,0.26086957,9.233557097000949,,31,125,5,0,86.01735031147246,110.74295652173912,104.9183775743707,105.53810526315789,"Brandon Pfaadt",27782,694297
"Hunter Greene","CIN",0.03157895,0.25,9.869948370233077,,35,145,6,0,101.54624490792139,119.40993377483444,99.61854304635763,105.51821192052981,"Hunter Greene",22182,668881
"Luke Weaver","NYY",0.06060606,0.34693878,,2.547079435339304,23,61,0,0,58.55700217238068,123.51102040816326,99.69346938775509,105.4791836734694,"Luke Weaver",16918,596133
"Keegan Thompson","CHC",0.27777778,0.2519084,,-1.619524195560809,9,31,0,0,96.52671243931526,102.66946564885497,106.19083969465649,105.35954198473281,"Keegan Thompson",19795,624522
"Logan Gillaspie","SDP",0,0.275,,0.19149254790923834,2,9,0,0,102.10415404931621,102.7225,110.08999999999999,105.285,"Logan Gillaspie",22461,670810
"Jack Flaherty","DET",0.01449275,0.34210526,8.358423606939702,,45,119,5,0,34.390745615743235,98.59415847310584,105.04632735685368,105.28052824368613,"Jack Flaherty",17479,656427
"Yu Darvish","SDP",0.05128205,0.30275229,5.416886824402194,,29,111,5,0,80.06388356051973,97.61813484128339,108.45316336237359,105.27590972731626,"Yu Darvish",13074,506433
"Jeremiah Estrada","SDP",0.04347826,0.32417582,,3.5330306174129142,19,44,0,1,52.92574497858269,142.3755151098901,100.81840659340659,105.26322115384616,"Jeremiah Estrada",22210,669093
"Andrew Nardi","MIA",0.04545455,0.29936306,,3.1306936956117375,10,34,0,0,83.63253786411666,104.62016985138003,105.34591295116773,105.12882165605095,"Andrew Nardi",25942,677053
"Alex Vesia","LAD",0.21052632,0.30128205,,2.338936662093293,13,36,0,1,97.36042025391087,122.09551282051282,99.9025641025641,105.11089743589743,"Alex Vesia",25007,681911
"Kyle Muller","OAK",0.10714286,0.24896266,,-1.3209884914980252,10,71,0,0,114.55555556583397,85.91203319502074,102.60248962655602,105.02904564315352,"Kyle Muller",20167,666205
"Trevor Richards","TOR",0.14814815,0.37012987,,0.75366188693877,13,41,0,0,77.18208854111272,97.74415584415584,98.94935064935065,104.88766233766235,"Trevor Richards",19309,670950
"Dylan Lee","ATL",0.08823529,0.36875,,3.541473004521834,13,49,0,0,84.93104153961764,94.53812500000001,102.72125000000001,104.87937500000001,"Dylan Lee",19996,669276
"Justin Verlander","HOU",0.07777778,0.25308642,0.20965132182500754,,24,126,5,0,129.99873726365797,121.05267489711936,102.53991769547325,104.80102880658437,"Justin Verlander",8700,434378
"Carlos Rodón","NYY",0.1443299,0.29453263,1.5829271406053038,,35,142,6,0,102.0048912781423,122.1458553791887,100.00511463844799,104.78818342151675,"Carlos Rodon",16137,607074
"Tyler Rogers","SFG",0.02222222,0.27058824,,2.854399073556502,10,56,0,1,86.94491012510994,118.52117647058823,108.33176470588234,104.73294117647058,"Tyler Rogers",15541,643511
"Garrett Crochet","CHW",0.07692308,0.29587156,9.559580414367753,,34,104,5,0,63.110984429371044,104.02889908256883,103.9275229357798,104.72362385321101,"Garrett Crochet",27463,676979
"Luis Gil","NYY",0.08333333,0.27700348,8.523050899130062,,41,137,6,0,81.51395226618696,107.83954703832752,99.2418118466899,104.58588850174215,"Luis Gil",21052,661563
"MacKenzie Gore","WSN",0.06578947,0.26652452,4.726303343865971,,31,117,5,0,83.81242368832382,116.28144989339019,101.4051172707889,104.57014925373134,"MacKenzie Gore",22201,669022
"Enyel De Los Santos","SDP",0.28571429,0.26815642,,-6.266208569953811,14,40,0,0,97.53702794235723,93.99343575418995,111.3082867783985,104.49925512104282,"Enyel De Los Santos",18403,660853
"Angel Zerpa","KCR",0.03448276,0.27702703,,2.4812244282941536,8,39,0,0,70.68460501009704,92.15675675675676,103.7527027027027,104.4972972972973,"Angel Zerpa",22717,672582
"Yency Almonte","CHC",0.07692308,0.32,,2.415776219711603,7,22,0,0,81.62092709376292,101.78666666666666,104.72933333333334,104.49466666666665,"Yency Almonte",15068,622075
"Aaron Nola","PHI",0.05555556,0.27438017,9.984779498259503,,39,157,6,0,82.19351710080628,97.2498142541527,106.31510514687832,104.4259716880779,"Aaron Nola",16149,605400
"Joe Ryan","MIN",0.07777778,0.25581395,6.3681380757960975,,26,121,5,0,90.53587799522687,95.08160676532769,109.26997885835097,104.3754756871036,"Joe Ryan",21390,657746
"Tanner Banks","CHW",0.08823529,0.28333333,,2.4119055589450555,12,46,0,1,72.03855477608909,95.41166666666666,107.00500000000001,104.305,"Tanner Banks",16990,621383
"Victor Vodnik","COL",0.09090909,0.21097046,,0.449358845795549,9,58,0,0,106.06718430880139,119.63047097730643,101.19119625955068,104.3042194092827,"Victor Vodnik",24614,680767
"Greg Weissert","BOS",0,0.29411765,,3.6760400711400645,15,43,0,0,40.65406716411517,96.11122994652406,104.19893048128341,104.16149732620323,"Greg Weissert",20375,669711
"Shota Imanaga","CHC",0.07228916,0.29956897,9.555315844468137,,37,127,5,0,75.7434632821364,94.54025552980758,105.46901117671963,104.14965400699926,"Shota Imanaga",33829,684007
"Ryan Pressly","HOU",0.11111111,0.29012346,,1.7530661845278075,11,40,0,0,69.29645673915832,119.84012345679014,95.51543209876544,104.12222222222222,"Ryan Pressly",7005,519151
"Nestor Cortes","NYY",0.10126582,0.27292111,6.782026690434382,,31,120,5,0,104.13753853812867,102.86214320104547,103.08638833482358,104.02310566980765,"Nestor Cortes",17874,641482
"Jameson Taillon","CHC",0.06382979,0.25490196,1.1185906208622827,,17,120,5,0,116.22674741781805,88.31285403050109,110.10958605664489,104.01002178649239,"Jameson Taillon",11674,592791
"Pablo López","MIN",0.07317073,0.28070175,5.052098283415059,,34,120,5,0,73.44264492065246,94.94122807017544,103.07434210526316,103.93092105263158,"Pablo Lopez",17085,641154
"Dennis Santana","NYY",0.09677419,0.25179856,,0.11766022715433373,6,39,0,1,113.39355084923797,105.34990189666449,102.76566383257031,103.89149771092218,"Dennis Santana",17878,642701
"Sam Hentges","CLE",0.05882353,0.30555556,,-0.005848981452732261,5,23,0,0,90.38444418237822,94.09166666666665,108.42083333333332,103.8736111111111,"Sam Hentges",18548,656529
"Jacob Barnes","WSN",0.05263158,0.2513089,,0.8691011997047287,9,51,0,0,105.74870748963163,96.45916230366493,100.66125654450263,103.81570680628272,"Jacob Barnes",12323,606930
"George Kirby","SEA",0.08256881,0.26011561,2.715979476092948,,31,145,6,0,92.47227522248339,109.55414258188826,101.87899807321773,103.59691714836224,"George Kirby",25436,669923
"Frankie Montas","CIN",0.06666667,0.22905028,1.6218740569997814,,14,98,4,0,131.64184056418085,103.49682463237654,103.8241058241829,103.59424003082258,"Frankie Montas",14309,593423
"Hunter Stratton","PIT",0.07407407,0.28415301,,3.4901804229893902,14,43,0,0,74.25227335337877,111.42841530054646,98.9568306010929,103.52295081967213,"Hunter Stratton",23455,676702
"Spencer Turnbull","PHI",0.0952381,0.25498008,0.6990220149682433,-0.11993797893317452,12,58,1,0,91.33888223481426,117.01235059760954,100.78685258964144,103.5211155378486,"Spencer Turnbull",16207,605513
"Fernando Cruz","CIN",0.04166667,0.32608696,,3.3978899396598097,23,55,0,0,58.059857668625206,127.09739130434782,96.90869565217392,103.51739130434781,"Fernando Cruz",7048,518585
"Phil Maton","TBR",0.08333333,0.28082192,,-1.2148089153242412,9,38,0,1,95.08909678930402,103.00479452054793,94.46575342465752,103.43356164383562,"Phil Maton",18064,664208
"Randy Vásquez","SDP",0.11111111,0.24124514,2.111873584264006,,8,63,3,0,101.51270227617113,102.10669584954603,107.4023346303502,103.43286856895806,"Randy Vasquez",24719,681190
"Dedniel Núñez","NYM",0.125,0.38028169,,0.3664155111637711,7,17,0,0,74.20821038173659,131.9112676056338,96.66338028169015,103.41408450704225,"Dedniel Nunez",23055,673380
"Ryne Nelson","ARI",0.08450704,0.25280899,0.9686128487589908,0.4643234750620484,15,92,3,0,99.19736612940956,100.69255787193717,103.63603966427507,103.36180452145663,"Ryne Nelson",26253,669194
"Ryan Walker","SFG",0.07142857,0.36057692,,3.729048849093497,20,51,0,0,42.039721141549805,107.24182692307694,99.16778846153846,103.26153846153849,"Ryan Walker",20423,676254
"Edwin Uceta","TBR",0.125,0.28333333,,0.6040387339022091,5,15,0,0,106.76695166039866,91.26527777777777,103.8696111111111,103.22144444444444,"Edwin Uceta",20539,670955
"Ranger Suárez","PHI",0.06024096,0.28033473,9.04498944802234,,36,128,5,0,71.20101614849015,84.97907949790795,104.1050209205021,103.13619246861926,"Ranger Suarez",17277,624133
"Kevin Gausman","TOR",0.08333333,0.299389,7.856526351701097,,35,114,5,0,62.51610140874082,90.25079429735234,105.14020366598777,103.13254582484726,"Kevin Gausman",14107,592332
"Kent Emanuel","MIA",0.15384615,0.25,,-1.1792661086053837,2,15,0,0,93.17258293418588,79.12708333333333,98.76249999999999,103.11666666666666,"Kent Emanuel",15849,592288
"Jason Foley","DET",0.11428571,0.2556391,,0.10793632965777393,5,41,0,4,90.74310825967791,99.80827067669175,104.55187969924812,103.10150375939851,"Jason Foley",19531,671345
"Nate Pearson","TOR",0.06666667,0.26486486,,-1.03201684713939,11,46,0,1,93.71963035782991,124.70702702702702,96.40810810810811,103.0675675675676,"Nate Pearson",20160,663878
