Name,Team,PA,HR,SB,BABIP+,K%+,BB%+,ISO+,wRC+,Barrels,OPS,Barrel%,Off,EV,NameASCII,PlayerId,MLBAMID
"Nathaniel Lowe","TEX",24,0,0,75.50775907643327,130.91282957034667,152.1698504587893,0,21.55218751402853,0,0.392857142,0,-2.186809994606934,90.98900386265346,"Nathaniel Lowe",19566,663993
"Brandon Nimmo","NYM",27,1,2,152.73393984115683,216.54904680097093,127.86024661877636,91.17940056682271,97.17702486460509,1,0.681159419,0.1,0.29590216978744116,90.925244140625,"Brandon Nimmo",12927,607043
"Jorge Soler","SFG",23,1,0,73.63957811315409,117.3275772160673,100.06454008160178,133.15087095750445,86.2993925837587,2,0.641821945,0.13333333,-0.4128885821743476,90.9177012125651,"Jorge Soler",14221,624585
"José Ramírez","CLE",25,4,0,82.91048043705845,53.86127857491127,48.694352146812584,381.76538588543434,255.99863734050388,3,1.276666666,0.14285714,4.1137455690913365,90.905027843657,"Jose Ramirez",13510,608070
"Salvador Perez","KCR",27,1,0,111.27459223043601,83.119256976929,0,78.53459371273769,109.25449922608628,1,0.733333333,0.05,0.0789436264870994,90.82695388793945,"Salvador Perez",7304,521692
"Joey Meneses","WSN",20,1,0,114.55045488086762,67.46335695545814,57.53711103598646,147.1667526260096,148.15781004889777,1,0.876315789,0.0625,1.027568221764341,90.80227088928223,"Joey Meneses",14366,608841
"Michael Massey","KCR",16,2,0,156.6086855440645,84.15824777329884,152.1698504587893,352.3988182941705,285.85272877057315,2,1.5,0.18181818,3.3985738380834327,90.79133744673295,"Michael Massey",27684,686681
"Abraham Toro","OAK",29,1,0,50.33850581604249,108.3416521510822,0,90.26964762973174,14.281220183427948,1,0.413793102,0.04545455,-2.822759735754132,90.78807067871094,"Abraham Toro",19844,647351
"Tyler Soderstrom","OAK",15,0,0,70.47390856530295,239.38346018332427,162.31450675025567,50.34268832773865,14.304128308708503,1,0.353846153,0.2,-1.4950937645330342,90.75748291015626,"Tyler Soderstrom",27467,691016
"Julio Rodríguez","SEA",29,1,0,52.85543142397721,108.3416521510822,41.97788902613297,70.12017351876288,21.30041028273033,2,0.422413793,0.0952381,-2.7370893096440754,90.73848070417132,"Julio Rodriguez",23697,677594
"Owen Miller","MIL",8,0,0,98.18610403632165,56.219464129548456,0,87.38025928431297,73.03458231473446,0,0.625,0,-0.257314944405452,90.70984758649554,"Owen Miller",24655,680911
"Luis Guillorme","LAA",5,0,0,211.42172569590883,0,0,130.89098952122947,303.86760704419333,0,1.4,0,1.200681599521181,90.67569732666016,"Luis Guillorme",16451,641645
"Gabriel Moreno","ARI",15,0,0,62.48206607996784,89.95114260727753,76.71614728082048,0,1.3050911051071072,0,0.342857142,0,-1.6775582294309594,90.6153564453125,"Gabriel Moreno",22664,672515
"Eddie Rosario","WSN",23,2,1,52.86944047633412,156.43676932158587,0,182.35880183268748,65.15748836617674,1,0.608695651,0.06666667,-0.6068744002505061,90.59701080322266,"Eddie Rosario",12155,592696
"Nick Martini","CIN",12,1,0,85.91284124656356,224.87785651819382,0,190.64783862914885,94.20933220287458,1,0.704545454,0.2,-0.06583139788933393,90.53130493164062,"Nick Martini",12005,605361
"Dansby Swanson","CHC",14,0,0,156.20516571539662,64.25081576255049,82.19587241537685,53.772467305657365,159.12908050268715,0,0.890109889,0,0.9885694956291226,90.4988056529652,"Dansby Swanson",18314,621020
"Alex Bregman","HOU",28,0,0,33.55900399481817,64.12056934731379,130.43130021933956,26.1781979042459,-6.995008144416596,1,0.298571428,0.04761905,-3.4675702179855943,90.489015851702,"Alex Bregman",17678,608324
"Paul Goldschmidt","STL",22,0,1,107.39105155820445,102.21720738560929,52.306464055104875,99.86315286860732,86.28360802856847,0,0.653679652,0,-0.1989186734963126,90.47231483459473,"Paul Goldschmidt",9218,502671
"David Fry","CLE",14,2,1,201.3540243212786,0,347.8168001791193,436.3032986222499,439.1038250448085,1,2.119047618,0.11111111,5.5091454039513446,90.45788065592448,"David Fry",24934,681807
"Dane Myers","MIA",12,1,0,98.18610403632165,74.95928520622746,0,310.6853660335385,212.34225785743078,1,1.194444443,0.125,1.5694963638755544,90.4525146484375,"Dane Myers",22054,667472
"Jason Heyward","LAD",15,0,1,62.48206607996784,89.95114260727753,76.71614728082048,0,3.949485128119591,0,0.342857142,0,-1.4884647536061117,90.421330538663,"Jason Heyward",4940,518792
"Willy Adames","MIL",27,0,0,121.2887168922538,133.2609518775206,85.24016441251757,139.80841485490075,106.81854146221906,2,0.736296296,0.11764706,-0.20659911070784157,90.4147590188419,"Willy Adames",15986,642715
"Ramón Urías","BAL",5,0,0,88.09238570662868,89.76879762485211,0,0,12.579735739617556,0,0.4,0,-0.4928058009426033,90.41098403930664,"Ramon Urias",18795,602104
"Wilmer Flores","SFG",11,0,0,137.4605459945017,40.886882594439136,0,0,113.5892422317987,0,0.727272726,0,0.11702204950828196,90.3497329711914,"Wilmer Flores",5827,527038
"Jacob Hurtubise","CIN",19,0,1,171.8256824931271,118.35676625712412,121.13075904614952,49.93157643430366,146.90510044732795,0,0.873015872,0,1.139263171171237,90.34660763210721,"Jacob Hurtubise",27599,674441
"Adley Rutschman","BAL",23,0,0,88.09238570662868,97.57477987089352,105.85728637589258,0,37.924717833989156,1,0.451345755,0.0625,-1.6974619803008473,90.31128931045532,"Adley Rutschman",26288,668939
"Brett Wisely","SFG",9,0,1,190.917424801446,0,0,0,230.0594026898572,1,1.180555555,0.11111111,1.5135358694001646,90.280515882704,"Brett Wisely",27735,689172
"Josh Naylor","CLE",20,1,0,32.03359448207448,134.65319643727815,121.73588036703147,109.07582416472125,22.723177562783473,1,0.477777777,0.08333333,-1.8951636669709762,90.21302795410156,"Josh Naylor",18839,647304
"Matt Olson","ATL",34,2,0,80.85914448028541,171.96541961101485,67.6907183920314,131.07038892646946,70.53763644804322,2,0.610294117,0.10526316,-1.4177555515022113,90.19509646767064,"Matt Olson",14344,621566
"Jo Adell","LAA",25,2,0,25.169252908021246,143.63007619976338,48.694352146812584,163.61373690153684,44.11393074817031,2,0.535,0.125,-2.133757183598579,90.15358543395996,"Jo Adell",20220,666176
"Jake Meyers","HOU",25,1,0,111.27459223043601,53.86127857491127,97.38870429362517,113.81825144459066,140.86745736359006,2,0.838260869,0.1,1.282783720185721,90.14843139648437,"Jake Meyers",20308,676694
"Willi Castro","MIN",24,1,1,108.42139754882561,93.50916404293962,202.89313313347986,137.77998910749523,161.2241475431958,0,0.890350876,0,2.0009535813410784,90.14672742571149,"Willi Castro",17338,650489
"Marco Luciano","SFG",16,0,0,171.82568249312712,56.219464129548456,143.84277758996618,99.86315356764939,210.4043496372669,0,1.071428571,0,1.8952832998622386,90.06127484639485,"Marco Luciano",25616,682617
"Jeremy Peña","HOU",26,0,1,117.45651415804839,69.05292087009516,46.82149188700035,52.3563958084918,91.53190114633682,0,0.667692307,0,-0.029328623262390163,90.03325544084821,"Jeremy Pena",21636,665161
"Jazz Chisholm Jr.","MIA",26,1,1,91.64036376723355,121.08807648292996,88.51863130083252,121.57253432211095,91.70394420535368,1,0.698996654,0.0625,-0.2677736512627442,90.00774739583333,"Jazz Chisholm Jr.",20454,665862
"Chas McCormick","HOU",9,0,0,44.04619285331434,49.87155418615738,0,0,-42.93077173538612,0,0.222222222,0,-1.5569704528480208,90.0017204284668,"Chas McCormick",19599,676801
"Will Smith","LAD",21,2,0,49.09305184633514,64.25081576255049,109.59449693741654,257.5418170955169,142.15357273529702,3,0.864661653,0.1875,0.9663323819295269,89.98854446411133,"Will Smith",19197,669257
"Jarren Duran","BOS",27,1,1,111.27459223043601,99.74310837231478,45.08736305381318,226.5420971475964,144.02847497987383,1,0.911680911,0.05,1.7832731075125694,89.98224961130242,"Jarren Duran",24617,680776
"Spencer Torkelson","DET",23,1,0,0,58.544867742998505,158.7859301725183,98.16824214092212,12.163735567422105,1,0.373913043,0.05882353,-2.29135261151697,89.9663724899292,"Spencer Torkelson",27465,679529
"Bo Bichette","TOR",28,1,0,146.8206426094681,48.09042723490734,0,140.24034638307083,186.12210449036886,3,0.999999999,0.12,2.6982922858604437,89.95088195800781,"Bo Bichette",19612,666182
"Mitch Haniger","SEA",18,0,0,108.42139754882561,124.67888524097148,0,36.35860783675544,42.51112580558095,0,0.499999999,0,-1.2216929357873993,89.92469787597656,"Mitch Haniger",14274,571745
"Kyle Schwarber","PHI",29,0,0,161.7182893042222,77.54408840802314,277.765363225196,33.28771808889716,179.04370187034118,0,0.945812807,0,2.589111869560095,89.88342599307789,"Kyle Schwarber",16478,656941
"Nick Castellanos","PHI",26,2,0,90.434569480008,51.89488979275407,88.51863130083252,174.76051856862594,151.04403758318367,0,0.887820512,0,1.1961392626632508,89.81367420014881,"Nick Castellanos",11737,592206
"Ernie Clement","TOR",9,0,0,78.30434277203226,0,0,0,25.21180005232577,1,0.444444444,0.11111111,-0.7623182760509397,89.76594119601779,"Ernie Clement",20352,676391
"Byron Buxton","MIN",21,2,0,88.09238570662869,128.2411391434716,57.96946608784048,196.33648428184424,135.20377604324165,3,0.835714285,0.21428571,0.8673377410530518,89.7535422188895,"Byron Buxton",14161,621439
"Patrick Bailey","SFG",16,1,1,156.20516571539662,84.32919619432269,71.92138879498309,186.41121934050625,217.2190671147531,0,1.104166666,0,2.3271946433535105,89.71887016296387,"Patrick Bailey",27478,672275
"Tyler Wade","SDP",7,0,0,171.82568249312712,128.50163197485668,0,0,96.6886804938348,0,0.666666666,0,-0.0001799226790896169,89.71456909179688,"Tyler Wade",15730,642180
"JJ Bleday","OAK",29,3,0,74.18306136950082,61.90951538666298,125.93366829575771,352.3988176397155,217.6459684392499,4,1.152519893,0.18181818,3.825920013163511,89.7114521373402,"JJ Bleday",26368,668709
"Corbin Carroll","ARI",28,0,1,85.91284124656356,160.62704030588765,82.19587241537685,139.80841485490075,53.833625419486154,3,0.574285714,0.1875,-1.554772730811186,89.6159086227417,"Corbin Carroll",25878,682998
"MJ Melendez","KCR",10,0,0,58.72825690283941,179.53759524970422,0,0,-54.64928263599343,0,0.2,0,-1.7442217254298291,89.61176681518555,"MJ Melendez",22197,669004
"Cody Bellinger","CHC",22,0,0,68.73027299725085,122.66064868282886,52.306464055104875,33.28771808889716,6.123071716972874,0,0.372294371,0,-2.3895456505736883,89.58297932942709,"Cody Bellinger",15998,641355
"Hunter Renfroe","KCR",21,1,1,54.210698598228035,42.7470463811572,289.8473340912788,204.51717112692106,148.00552462643205,1,0.88095238,0.07142857,1.2132614815884895,89.49500383649554,"Hunter Renfroe",15464,592669
"Johnathan Rodriguez","CLE",13,0,0,44.04619285331434,103.57938152956474,187.2859687653602,0,10.425993862394945,0,0.32167832,0,-1.3652766180117788,89.48877143859863,"Johnathan Rodriguez",22530,671286
"Michael Siani","STL",15,1,1,38.183484960289206,119.93485650986624,76.71614728082048,149.7947307009951,58.26749806207802,1,0.557142857,0.1,-0.48708113352870497,89.48283047146268,"Michael Siani",22557,672279
"Ben Rortvedt","TBR",15,0,0,88.09238570662868,149.6146625584722,81.15725276644844,0,38.90342148716672,0,0.420512819,0,-1.1599573010257205,89.40103912353516,"Ben Rortvedt",20287,666163
"Mookie Betts","LAD",26,0,1,109.3436160695079,17.29829644766612,132.777948101991,91.17940056682271,139.40386504691475,3,0.819397992,0.13636364,1.3596760328657624,89.36106456409802,"Mookie Betts",13611,605141
"Pedro Pagés","STL",7,0,0,0,257.00326439946906,0,0,-100,0,0,0,-1.7368510642817094,89.34483846028645,"Pedro Pages",25782,686780
"Nick Gonzales","PIT",28,0,1,193.303892804768,96.37622409358143,164.3917448307537,127.09855838705715,216.6199145266551,2,1.126623375,0.125,4.1189240423523295,89.33836460113525,"Nick Gonzales",27490,693304
"Patrick Wisdom","CHC",8,0,0,57.27522726860812,112.43892825909691,0,87.38025928431297,-1.6147337118265332,0,0.375,0,-0.9033112420804444,89.31759643554688,"Patrick Wisdom",13602,621550
"Rafael Devers","BOS",25,2,1,70.47390856530295,89.76879762485211,146.08305644043776,208.23566502841874,127.77363688819536,2,0.865454545,0.11764706,0.973240036617312,89.27325820922852,"Rafael Devers",17350,646240
"Rob Refsnyder","BOS",11,0,0,151.01551815286655,163.21599539592128,0,0,48.48067132662045,0,0.545454544,0,-0.6872344639826817,89.24213627406529,"Rob Refsnyder",13770,608701
"Paul DeJong","CHW",28,1,1,125.8462652448453,144.27128170472204,86.95419974044013,85.36368841982926,116.48678614232382,1,0.748447204,0.06666667,0.6967957862739649,89.22962036132813,"Paul DeJong",18015,657557
"Mike Yastrzemski","SFG",23,1,0,91.64036376723355,136.88217349370444,0,151.96566807739922,81.732566063226,1,0.652173912,0.0625,-0.5171761506377656,89.19829273223877,"Mike Yastrzemski",14854,573262
"Michael Busch","CHC",15,0,0,42.95642062328178,149.91857086221066,76.71614728082048,0,-4.9849530191468565,0,0.276923076,0,-1.7950326944004207,89.17981815338135,"Michael Busch",26319,683737
"Riley Adams","WSN",2,0,0,171.82568249312712,0,0,0,192.14512495736636,0,1,0,0.1925954099959175,89.16679382324219,"Riley Adams",19864,656180
"Spencer Steer","CIN",19,2,0,85.91284124656356,118.35676625712412,242.26151924304125,326.2196348944491,210.69895786995863,1,1.154385964,0.1,2.463839609795034,89.09930114746093,"Spencer Steer",26323,668715
"Blake Perkins","MIL",20,0,2,147.27915622630817,67.46335695545814,172.6113331079594,0,141.84598674221866,0,0.802941176,0,1.2856518856031571,89.06555661288175,"Blake Perkins",19921,663368
"Nelson Velázquez","KCR",18,2,0,64.0671893165185,49.87155418615738,202.89313313347986,305.41230910102047,204.02055133983458,1,1.122222221,0.07692308,2.1572510406963024,88.97340451754056,"Nelson Velazquez",23359,676369
"Andrew McCutchen","PIT",29,1,0,152.73393984115683,93.05290581977435,79.36153218566425,111.8467318839206,179.79333010385733,2,0.968275862,0.10526316,2.5337215513882043,88.95754041169819,"Andrew McCutchen",9847,457705
"Andy Pages","LAD",21,1,0,28.63761363430406,171.3355092998089,0,99.86315356764939,-11.857797671678671,2,0.333333333,0.15384615,-2.753630646440113,88.94644869290866,"Andy Pages",24816,681624
"Stuart Fairchild","CIN",16,1,0,103.09540949587625,84.32919619432269,143.84277758996618,199.72630713529878,161.9130841571295,0,0.946428571,0,1.0902243386446737,88.93654098510743,"Stuart Fairchild",20321,656413
"Jacob Stallings","COL",13,1,0,196.37220841629468,103.78977958550814,177.03726375240728,254.1971181721985,262.7603809712521,1,1.356643356,0.125,2.2752022776847047,88.89900302886963,"Jacob Stallings",13723,607732
"Oswaldo Cabrera","NYY",15,0,0,88.09238570662869,59.845864933620064,81.15725276644844,0,43.94633486526448,0,0.48095238,0,-1.3738313646761147,88.88656234741211,"Oswaldo Cabrera",21707,665828
"Luke Raley","SEA",23,1,0,110.11548213328584,117.08973593484102,0,113.81825144459066,98.43012787432134,0,0.695652173,0,-0.12879143939650686,88.88603479721966,"Luke Raley",19354,670042
"Tim Anderson","MIA",15,0,0,132.17360170631233,59.96742825493312,0,0,90.93494071866321,1,0.666666666,0.07692308,-0.5794600355218523,88.8567152756911,"Tim Anderson",15172,641313
"Ezequiel Tovar","COL",31,2,0,124.96413250358704,101.55774137772113,0,202.94769853192554,147.4170054346493,2,0.93548387,0.08333333,1.7352586585792027,88.82778040568034,"Ezequiel Tovar",24064,678662
"Jonathan India","CIN",21,1,0,68.73027299725085,128.50163197485668,219.18899387483307,164.48048761226778,111.84905528424581,1,0.745098038,0.09090909,0.20776708059400933,88.82643959738992,"Jonathan India",21523,663697
"J.P. Crawford","SEA",23,1,0,108.42139754882561,136.6046919987885,105.85728637589258,93.49356338277397,101.87748298310024,0,0.685300206,0,0.1357221106545476,88.8239018366887,"J.P. Crawford",15491,641487
"Zach Remillard","CHW",11,0,0,117.45651415804839,122.41199643472997,110.66898104515694,145.43443265593166,106.18026518339634,1,0.744444444,0.14285714,0.10040222091720608,88.75889078776042,"Zach Remillard",19788,621545
"Jon Berti","NYY",11,1,1,151.01551815286655,122.41199643472997,0,178.48771316198244,186.2382853656226,0,0.999999999,0,0.9003050129595684,88.69106101989746,"Jon Berti",12037,542932
"Christopher Morel","CHC",21,0,0,26.434720066341377,42.833877324952226,273.98624291891247,0,39.69536061910351,2,0.404761904,0.15384615,-1.5054596628199737,88.64181870680589,"Christopher Morel",21897,666624
"Jake Cronenworth","SDP",33,1,0,71.59403425758585,68.14480477382094,104.61292811020975,120.52449549225493,87.37096112648594,2,0.652037616,0.08,-0.5032369308790579,88.64164184570312,"Jake Cronenworth",18036,630105
"Mark Canha","DET",24,0,0,70.47390856530295,112.21099703106515,152.1698504587893,31.164521563894613,34.48928555946393,0,0.44047619,0,-1.7915939219063275,88.6400868733724,"Mark Canha",11445,592192
"Jurickson Profar","SDP",34,0,0,140.5846492813175,52.912436457423254,203.07215632683642,53.772467305657365,177.2334874009551,0,0.923076923,0,2.569334063547808,88.57604494961825,"Jurickson Profar",10815,595777
"Tyler Freeman","CLE",25,0,0,78.30434277203226,107.72255714982253,48.694352146812584,56.9091260495228,27.832468808933562,0,0.460869565,0,-2.072142945833374,88.55602222018771,"Tyler Freeman",22532,671289
"Trevor Larnach","MIN",11,0,0,70.47390856530295,40.80399851234733,0,0,0.5255073095120979,0,0.363636362,0,-1.3081535549201961,88.54013061523438,"Trevor Larnach",21501,663616
"Bo Naylor","CLE",9,0,0,176.18477141325735,299.2293251169444,0,81.80686845076842,42.298767009736,0,0.472222222,0,-0.611759685058649,88.53113555908203,"Bo Naylor",21865,666310
"Johan Rojas","PHI",17,0,2,26.434720066341377,52.912436457423254,67.6907183920314,0,-18.844587760599047,0,0.243137254,0,-1.87498799745158,88.5222678551307,"Johan Rojas",24336,679032
"Carlos Santana","MIN",18,0,0,81.31604807352682,24.9357768686567,270.5241783228791,46.74678169138698,111.10033767423543,1,0.674603173,0.07692308,0.22308730460218446,88.51914625901442,"Carlos Santana",2396,467793
"Willie Calhoun","LAA",25,0,0,67.11800798963634,71.81503809988169,0,26.1781979042459,-5.502315049115298,1,0.36,0.04761905,-3.143686312151571,88.49477713448661,"Willie Calhoun",17838,641432
"Teoscar Hernández","LAD",23,1,0,156.20516571539662,97.77298093843012,250.1613519301178,164.48048831130984,220.8374768061371,1,1.109974424,0.08333333,2.810825270383076,88.47470792134602,"Teoscar Hernandez",13066,606192
"J.T. Realmuto","PHI",18,2,0,132.17360170631233,49.97285695407022,63.93012273401706,246.72073246696476,241.43654025101966,3,1.209150326,0.2,2.9239386986257663,88.47082926432292,"J.T. Realmuto",11739,592663
"Omar Narváez","NYM",10,0,0,49.09305184633514,89.95114260727753,115.07422207197293,0,1.6911551407805283,0,0.311111111,0,-1.1558199394992712,88.40518733433315,"Omar Narvaez",13338,553882
"Harrison Bader","NYM",18,1,2,114.55045488086762,124.93214216029769,127.86024661877636,186.41122003954834,168.30424765157187,1,0.922222221,0.1,1.2208343832556496,88.39441223144532,"Harrison Bader",18030,664056
"Brice Turang","MIL",17,1,2,85.91284124656356,79.36865513589059,67.6907183920314,186.41122003954834,122.70722043023127,0,0.82745098,0,0.9055852481231829,88.37272702730618,"Brice Turang",22186,668930
"Logan O'Hoppe","LAA",18,2,0,105.71086284795442,124.67888524097148,67.63104397204036,230.98409884713206,172.92657945143904,2,0.980392156,0.16666667,1.4573471043326698,88.34152603149414,"Logan O'Hoppe",24729,681351
"Kody Clemens","PHI",11,0,0,171.82568249312712,163.5475317270237,104.61292811020975,139.80841485490075,144.2487091548762,0,0.863636363,0,0.585646379086039,88.33761088053386,"Kody Clemens",20572,665019
"Josh Lowe","TBR",12,0,0,100.67701198445454,187.01832808587923,0,0,-5.461248712953498,0,0.333333332,0,-1.4680152035205694,88.33217947823661,"Josh Lowe",19953,666139
"Jackson Merrill","SDP",27,0,0,74.70681835574176,66.6304759387603,0,0,6.781889964807225,0,0.37037037,0,-2.8369732725863184,88.30134651877664,"Jackson Merrill",29490,701538
"Lourdes Gurriel Jr.","ARI",23,1,1,114.55045488086762,78.21838466079294,0,121.57253432211095,120.30959176850263,1,0.782608695,0.05263158,0.6743241336256989,88.2956109297903,"Lourdes Gurriel Jr.",19238,666971
"Christian Vázquez","MIN",12,0,0,96.10078415096251,37.40366552740706,0,54.53791208236063,63.700395927793984,0,0.583333333,0,-0.6509263208742003,88.28296813964843,"Christian Vazquez",9774,543877
"Adolis García","TEX",16,1,0,78.30434277203226,140.2637462888314,76.08492522939466,174.521318925336,97.31994238339416,3,0.716666666,0.3,-0.0670206592735623,88.22917327880859,"Adolis Garcia",19287,666969
"Riley Greene","DET",28,0,1,62.18286041588623,144.27128170472204,86.95419974044013,25.171343836641853,-3.3188652720252425,1,0.332417581,0.05882353,-3.0855256056582525,88.19720369226792,"Riley Greene",25976,682985
"Nolan Gorman","STL",12,1,2,257.73852373969066,187.3982134653244,191.7903693527934,279.6168297098015,262.138565826145,2,1.3,0.4,2.5567667142662907,88.17636108398438,"Nolan Gorman",22263,669357
"Austin Wells","NYY",14,0,0,117.45651415804839,160.30142426597246,0,0,21.038181093627305,0,0.428571428,0,-1.2972382602865944,88.0053244696723,"Austin Wells",27562,669224
"Nicky Lopez","CHW",24,0,0,176.18477141325735,56.105498515532574,50.72328267469057,0,160.91745199179806,0,0.893115941,0,1.7005911369129356,87.91498565673828,"Nicky Lopez",19339,670032
"Brendan Rodgers","COL",24,0,0,78.10258285769831,37.47964260311373,0,58.25350595652795,21.987855066330287,0,0.499999999,0,-2.199564402878578,87.90537990223278,"Brendan Rodgers",17907,663898
"Luis García Jr.","WSN",23,2,1,80.85914448028541,78.21838466079294,0,182.35880183268748,117.92886541582337,2,0.782608695,0.10526316,0.4667883907029895,87.8581727680407,"Luis Garcia Jr.",20391,671277
"Travis Jankowski","TEX",12,0,2,100.67701198445454,112.21099703106515,101.44656656673993,0,68.46305768181755,0,0.533333333,0,-0.03924562922729036,87.79003397623698,"Travis Jankowski",13768,608671
"Max Schuemann","OAK",25,0,1,117.45651415804839,89.76879762485211,48.694352146812584,28.4545630247614,88.42000389574486,0,0.624347826,0,-0.40103769864351935,87.77450646294488,"Max Schuemann",24488,680474
"Brendan Donovan","STL",22,0,0,95.45871222889733,61.33032434141443,0,33.28771738985508,63.66962734457632,0,0.558441557,0,-0.9474639522460497,87.77175733778212,"Brendan Donovan",24679,680977
"Seiya Suzuki","CHC",22,0,0,73.63957811315409,122.66064868282886,52.306464055104875,0,16.796783380573537,0,0.385167463,0,-2.0909313677661028,87.71214948381696,"Seiya Suzuki",30116,673548
"Jonah Heim","TEX",21,0,0,62.18286041588623,64.12056934731379,57.96946608784048,32.72274738030737,8.131594923768963,1,0.39047619,0.05882353,-2.411111268131013,87.6434227438534,"Jonah Heim",16930,641680
"Max Kepler","MIN",18,1,0,105.71086284795442,74.8073310548141,202.89313313347986,233.73390976584477,205.9882191169045,2,1.087301586,0.18181818,2.200318800401349,87.62944308194247,"Max Kepler",12144,596146
"Dominic Smith","BOS",20,1,0,128.13437898540653,89.76879762485211,243.47176073406294,122.71030267615264,170.3318286825941,2,0.95,0.16666667,1.193297770150145,87.56796836853027,"Dominic Smith",15653,642086
"Alec Burleson","STL",20,0,1,141.5035029264123,44.975571303638766,57.53711103598646,0,127.51632390812138,0,0.768421052,0,0.7437281597604717,87.53654210707721,"Alec Burleson",27615,676475
"Chadwick Tromp","ATL",14,0,0,190.917424801446,160.62704030588765,0,99.86315356764939,141.48909666054425,0,0.857142857,0,0.6661579057511919,87.5191633436415,"Chadwick Tromp",16953,644433
"Javier Báez","DET",18,0,0,70.47390856530295,74.8073310548141,0,0,-10.252786526798252,1,0.333333332,0.06666667,-2.2861631844664094,87.46189171927315,"Javier Baez",12979,595879
"Luis Matos","SFG",30,0,0,68.73027299725085,44.975571303638766,76.71614728082048,0,25.571414903842886,0,0.411904761,0,-2.584662840712024,87.43172119140625,"Luis Matos",26467,682641
"Garrett Hampson","KCR",11,0,1,352.3695428265147,122.41199643472997,221.33796330767274,163.61373690153684,335.5938156839484,1,1.575,0.16666667,2.7440672182450667,87.42368062337239,"Garrett Hampson",19262,641658
"Seth Brown","OAK",22,1,2,189.73744597472196,163.21599539592128,0,118.99180877465496,163.44290101727265,1,0.909090908,0.07142857,1.9849180891732285,87.39567838396344,"Seth Brown",18171,664913
"CJ Abrams","WSN",25,0,0,65.45740269088111,71.96091408582203,0,27.96168297098015,-3.8081924524800326,0,0.36,0,-3.363348671135922,87.39144025530133,"CJ Abrams",25768,682928
"Jeff McNeil","NYM",24,2,0,54.26074155054425,37.47964260311373,47.947591762827244,212.7519355879757,118.62385887701157,2,0.77173913,0.0952381,0.4298622361133556,87.33778599330357,"Jeff McNeil",15362,643446
"Jake Bauers","MIL",18,0,0,114.55045488086762,124.93214216029769,63.93012273401706,82.24024415565492,62.20141434783248,0,0.630718953,0,-0.8785349041159644,87.31819089253743,"Jake Bauers",15194,641343
"Davis Schneider","TOR",28,0,1,93.96521118549089,160.30142426597246,130.43130021933956,52.3563958084918,46.296558898789534,0,0.49,0,-1.659750637750074,87.29473368326823,"Davis Schneider",23565,676914
"Ryan O'Hearn","BAL",27,2,0,64.0671893165185,49.87155418615739,0,169.67350476525363,96.30074555585048,1,0.703703703,0.04166667,-0.09485842896823712,87.23978614807129,"Ryan O'Hearn",16442,656811
"Seby Zavala","SEA",6,0,0,0,149.6146625584722,405.7862674843186,0,50.83907478158297,1,0.333333333,0.5,-0.3562537365430061,87.15668106079102,"Seby Zavala",18887,664874
"Brenton Doyle","COL",23,0,4,114.55045488086762,78.21838466079294,200.12908131394576,36.7916881565024,99.35886629525926,1,0.70709382,0.06666667,0.8306125088432517,87.15299886067709,"Brenton Doyle",25479,686668
"Wilyer Abreu","BOS",22,1,1,151.01551815286655,122.41199643472997,55.33449052257847,186.98712807445784,170.33587488462024,1,0.982683982,0.06666667,2.053955446086876,87.0721435546875,"Wilyer Abreu",23772,677800
"Elias Díaz","COL",15,1,0,143.1880685151717,29.983713902588704,76.71614728082048,199.72630713529878,210.7972381944196,1,1.18095238,0.07692308,1.8138715447142357,87.06499598576472,"Elias Diaz",11680,553869
"Andy Ibáñez","DET",10,0,0,117.45651415804839,134.65319643727815,121.73588036703147,72.71721632796583,83.45623834845298,1,0.633333333,0.16666667,-0.12014616468752076,87.03164037068684,"Andy Ibanez",18819,628451
"Manuel Margot","MIN",10,0,1,78.30434277203226,44.884398812426056,0,0,11.58869177693607,1,0.4,0.11111111,-0.8012969574553739,87.00982326931424,"Manuel Margot",14712,622534
"Kevin Newman","ARI",22,0,1,108.52148344473986,0,104.61292811020975,36.7916881565024,119.64851410310418,0,0.749373432,0,0.6759956096235945,86.98982078150699,"Kevin Newman",17696,621028
"Josh Bell","MIA",25,0,0,95.45871222889733,89.95114260727753,46.029688828789176,31.77463942200377,59.08763162666049,2,0.552727272,0.11111111,-1.3504018194916882,86.97448137071397,"Josh Bell",13145,605137
"Josh Rojas","SEA",17,0,0,32.03359448207448,158.41552500910657,0,38.497349589703695,-56.062409890597486,0,0.176470587,0,-3.115527641890542,86.83185230601917,"Josh Rojas",19734,668942
"Edouard Julien","MIN",16,0,0,44.04619285331434,196.36924480436397,76.08492522939466,0,-42.45102589559712,1,0.191666666,0.125,-2.715965752828297,86.75058555603027,"Edouard Julien",27534,666397
"Gavin Lux","LAD",19,0,0,114.55045488086762,71.0140595743722,60.56537894770365,116.50701261209797,115.71944987277608,0,0.760233917,0,0.4413930169604211,86.74952799479166,"Gavin Lux",19955,666158
"Brandon Lowe","TBR",19,0,0,32.03359448207448,118.11683864934142,192.21454692280017,0,-0.005106729166635592,2,0.273026315,0.18181818,-2.2604743922394293,86.69719141179866,"Brandon Lowe",18882,664040
