Name,Team,Barrel%,CSW%,Starting,Relieving,SO,TBF,GS,SV,xFIP-,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jesus Tinoco","TEX",0,0.275,,-0.8025535111774863,3,10,0,0,60.52073640449625,127.45250000000001,108.19000000000001,111.93249999999998,"Jesus Tinoco",16300,622786
"Joe Musgrove","SDP",0,0.25757576,0.4687343610839206,,3,15,1,0,139.1910943680156,126.76515151515152,106.66818181818181,111.8,"Joe Musgrove",12970,605397
"Andrew Kittredge","STL",0,0.31325301,,1.8882106202103512,8,22,0,0,59.353569568902756,122.10000000000001,101.63188405797102,111.77101449275364,"Andrew Kittredge",12828,552640
"Gus Varland","LAD",0.125,0.25,,-0.8878861034241863,1,10,0,0,161.8456347808905,120.5611111111111,104.09722222222223,111.34444444444446,"Gus Varland",24737,681402
"Anthony Bender","MIA",0.14285714,0.28409091,,-1.0946595751426114,6,24,0,0,105.71225559114777,120.98907342657343,99.98015734265734,111.30515734265735,"Anthony Bender",19742,669622
"Xzavion Curry","CLE",0.05882353,0.28787879,-0.027933734295900788,,2,19,1,0,104.5486245130703,87.6030303030303,112.71515151515152,111.28181818181818,"Xzavion Curry",25595,675540
"Adrian Morejon","SDP",0,0.28915663,,1.2080532410912186,6,20,0,0,71.95950178943627,118.64698795180723,108.84578313253013,111.24819277108435,"Adrian Morejon",20039,670970
"Andrés Muñoz","SEA",0.2,0.32432432,,1.7379967332102626,11,27,0,5,29.070645109294297,117.23513513513514,106.5108108108108,111.0846846846847,"Andres Munoz",20373,662253
"Daysbel Hernández","ATL",0,0.24242424,,0.30102183427370777,1,10,0,0,126.82878092844913,134.48787878787877,105.15454545454546,111.04848484848485,"Daysbel Hernandez",20271,678226
"Tanner Bibee","CLE",0.02040816,0.26071429,3.0255088231043046,,18,72,3,0,96.10186861538737,105.56392857142858,106.88035714285714,110.9925,"Tanner Bibee",30134,676440
"Kyle Bradish","BAL",0.03846154,0.32075472,2.58847763989181,,9,39,2,0,93.11821291170543,111.77176470588236,100.41647058823528,110.35529411764706,"Kyle Bradish",24586,680694
"Tanner Houck","BOS",0.03225806,0.30917874,3.3897482320408123,,12,48,2,0,74.0438379379853,109.75658854969679,101.70600267242266,110.3232654949121,"Tanner Houck",19879,656557
"Dylan Lee","ATL",0.11111111,0.40425532,,1.3886483745051652,4,13,0,0,73.25522725143524,101.42340425531914,106.16170212765958,110.30851063829788,"Dylan Lee",19996,669276
"Jeremiah Estrada","SDP",0.11111111,0.39361702,,2.585667277168077,13,22,0,1,4.033673927063265,142.59468085106383,104.10106382978724,110.13191489361704,"Jeremiah Estrada",22210,669093
"Dylan Cease","SDP",0.08,0.29830508,1.639731710574368,,22,76,3,0,73.88730811667008,120.18440677966102,104.09050847457627,110.10169491525426,"Dylan Cease",18525,656302
"Chris Paddack","MIN",0.1,0.26394052,2.2631128815014603,,13,75,3,0,111.98919446241015,87.88455975963743,111.1648113255589,109.99295208025666,"Chris Paddack",20099,663978
"Caleb Thielbar","MIN",0,0.31578947,,1.609394722206122,4,16,0,0,71.50308930100155,116.12280701754386,112.51403508771931,109.88947368421053,"Caleb Thielbar",10078,573204
"Joel Payamps","MIL",0.18181818,0.31707317,,0.2829402365231758,7,19,0,0,54.71770961342435,112.1969105691057,105.81235772357724,109.79195121951219,"Joel Payamps",14332,606303
"Griffin Jax","MIN",0.16666667,0.43902439,,1.7924633263787246,5,11,0,0,27.794082905506095,131.99756097560976,106.4390243902439,109.63414634146342,"Griffin Jax",20253,643377
"Bryan Woo","SEA",0,0.33974359,4.199869422745408,,12,40,2,0,62.45589471421647,104.04230769230769,112.3647435897436,109.59294871794872,"Bryan Woo",30279,693433
"Luis Gil","NYY",0.05263158,0.29824561,7.503464271999446,,25,68,3,0,58.684857853732126,107.43368421052634,103.49017543859651,109.52736842105261,"Luis Gil",21052,661563
"Sonny Gray","STL",0.0625,0.36158192,1.2571059455201643,,15,51,2,0,74.31893694705268,122.52655367231638,102.73333333333335,109.34858757062145,"Sonny Gray",12768,543243
"Mason Miller","OAK",0,0.43010753,,3.6034650105358823,12,24,0,2,14.129144744103753,140.48817204301076,102.29354838709679,109.15806451612904,"Mason Miller",31757,695243
"Hunter Strickland","LAA",0,0.23809524,,1.6830483741758036,5,24,0,0,78.25819527710624,110.73238095238094,99.89037037037038,109.1148148148148,"Hunter Strickland",7836,519326
"Bryce Miller","SEA",0.12195122,0.23170732,-2.9219306251493524,,5,47,2,0,119.77837028415598,120.51646341463415,102.91036585365853,109.10304878048781,"Bryce Miller",29837,682243
"Shawn Armstrong","TBR",0.15384615,0.24468085,1.0203110719589483,-0.07299364916430694,8,21,1,0,50.38295545210044,97.22659574468085,115.37340425531913,108.86063829787234,"Shawn Armstrong",12857,542888
"Kyle Finnegan","WSN",0.07692308,0.18032787,,-1.360528197421268,2,16,0,2,91.80663782247792,102.48542805100182,114.63839065680916,108.78186006643094,"Kyle Finnegan",15009,640448
"Yennier Cano","BAL",0.22222222,0.21212121,,-4.61208750879713,3,15,0,0,134.0249430550309,109.01363636363635,108.41666666666667,108.52878787878787,"Yennier Cano",25911,666974
"Zach Pop","TOR",0,0.27272727,,-0.07523297848779303,4,19,0,0,64.10921880864886,101.98636363636365,106.08939393939394,108.44545454545454,"Zach Pop",20185,647315
"Ryan Walker","SFG",0.0625,0.30927835,,1.3418722882023146,8,24,0,0,42.69798683578799,104.05051546391752,102.69793814432988,108.3958762886598,"Ryan Walker",20423,676254
"Justin Wilson","CIN",0,0.51851852,,0.914382445759219,4,8,0,0,35.146450258929434,115.26296296296296,104.15555555555557,108.29999999999998,"Justin Wilson",4301,458677
"Matt Strahm","PHI",0,0.32432432,,2.8680170409671244,6,17,0,0,63.98944239485305,104.19594594594595,107.03108108108108,108.15405405405406,"Matt Strahm",13799,621381
"Hunter Greene","CIN",0.01923077,0.24920128,5.749407572803878,,18,75,3,0,88.81788513118937,116.8038338658147,101.37731629392971,108.15271565495209,"Hunter Greene",22182,668881
"Matt Sauer","KCR",0.2,0.18181818,,-1.1985394332826624,2,12,0,0,117.44332304636022,85.60227272727273,109.05227272727274,108.125,"Matt Sauer",22284,669422
"Darius Vines","ATL",0.07142857,0.24358974,,-0.816446315066645,2,18,0,0,165.96640592741264,87.65128205128204,108.09358974358973,108.09102564102565,"Darius Vines",25928,670241
"Justin Martinez","ARI",0,0.26984127,,0.19177055371652918,3,13,0,0,89.9546708879366,118.47301587301587,105.06666666666666,108.06349206349206,"Justin Martinez",24453,679885
"Scott Alexander","OAK",0.16666667,0.3,,-0.846283023240729,2,8,0,0,49.5289610225704,87.82666666666667,117.42666666666668,108.06,"Scott Alexander",10591,518397
"Craig Kimbrel","BAL",0.2,0.39473684,,2.783365343083811,5,10,0,3,47.60707602604929,127.41842105263157,106.47105263157894,108.02894736842104,"Craig Kimbrel",6655,518886
"Tyler Ferguson","OAK",0,0.26229508,,-0.3509221238432021,2,15,0,0,150.37968693607084,107.20491803278688,99.62131147540983,107.91475409836065,"Tyler Ferguson",19481,621053
"Anthony Maldonado","MIA",0.16666667,0.27419355,,-0.6550354592727872,3,16,0,0,116.52068679717162,103.63064516129033,106.91774193548386,107.89193548387097,"Anthony Maldonado",26034,687424
"Tyler Glasnow","LAD",0.03571429,0.28342246,3.0556912877932296,,14,44,2,0,60.07228835479024,113.56310160427809,100.27112299465242,107.83422459893048,"Tyler Glasnow",14374,607192
"Victor Vodnik","COL",0.06896552,0.20714286,,-0.02078207375978064,5,36,0,0,106.48126420469674,124.28428571428572,103.16071428571429,107.80785714285715,"Victor Vodnik",24614,680767
"Clay Holmes","NYY",0.05555556,0.34883721,,0.5347863507773996,5,26,0,3,99.04299964537712,133.4081395348837,105.52441860465116,107.64999999999999,"Clay Holmes",13649,605280
"Austin Adams","OAK",0.25,0.37349398,,-0.034598420646894015,7,17,0,0,61.59658809463113,87.01204819277109,98.70481927710843,107.6409638554217,"Austin Adams",13801,613534
"Sam Long","KCR",0.25,0.31034483,,0.33730801897953994,2,6,0,0,81.11950921421847,96.0896551724138,104.60344827586206,107.59655172413794,"Sam Long",25379,669674
"Tim Herrin","CLE",0,0.24285714,,0.6780732579971447,3,14,0,0,95.0169096846604,102.50714285714285,106.40857142857143,107.52857142857142,"Tim Herrin",25139,682120
"Fernando Cruz","CIN",0,0.34899329,,3.3651016139602614,15,34,0,0,53.91241993865442,130.28322147651008,100.8530201342282,107.49731543624162,"Fernando Cruz",7048,518585
"Héctor Neris","CHC",0.08333333,0.28358209,,1.0100193368998291,3,16,0,0,104.67721079264332,78.10298507462686,106.86567164179104,107.48507462686567,"Hector Neris",11804,593576
"Wandy Peralta","SDP",0,0.24137931,,0.8847974575906261,4,15,0,0,38.75456303242618,94.95,106.20689655172414,107.41551724137932,"Wandy Peralta",14295,593974
"Carson Spiers","CIN",0,0.35483871,,0.8866380729191051,4,23,0,0,87.57505639163357,105.29516129032258,106.39032258064516,107.34516129032258,"Carson Spiers",27685,686730
"Danny Coulombe","BAL",0,0.3125,,1.346455286591958,3,14,0,0,84.86227878735163,71.72083333333335,106.875,107.3,"Danny Coulombe",13293,543056
"Sam Hentges","CLE",0.1,0.33333333,,-0.05526545294149432,4,14,0,0,71.50308930100155,110.1,110.86428571428571,107.19999999999999,"Sam Hentges",18548,656529
"Dennis Santana","NYY",0.15384615,0.21276596,,-0.5890081159364219,1,14,0,0,119.59067288348876,118.28297872340424,105.44042553191488,107.09148936170213,"Dennis Santana",17878,642701
"Justin Verlander","HOU",0.06382979,0.29109589,4.3495385584565875,,20,73,3,0,103.56016787421925,118.27739726027397,105.35000000000001,107.07226027397262,"Justin Verlander",8700,434378
"Justin Slaten","BOS",0,0.35632184,,2.5836717227078254,9,24,0,0,4.989980942076347,114.04137931034484,102.57701149425289,107.03678160919542,"Justin Slaten",25648,686580
"Justin Anderson","CHW",0,0.35,,0.8822667382544572,4,9,0,0,54.104562441181194,108.90749999999998,103.61500000000001,106.97,"Justin Anderson",16201,605121
"Carlos Rodón","NYY",0.07843137,0.27891156,2.0349609752961655,,14,71,3,0,120.1838046271533,123.98367346938777,100.18809523809524,106.89489795918367,"Carlos Rodon",16137,607074
"Cam Booser","BOS",0.15,0.36206897,,1.3392825356266873,11,32,0,0,62.420760968176594,98.17068965517242,105.44051724137931,106.82327586206895,"Cam Booser",16061,592155
"Michael Tonkin","NYY",0,0.27586207,,0.12365078746448983,4,18,0,0,104.73642440046791,106.97356321839081,105.65172413793104,106.7655172413793,"Michael Tonkin",10315,543859
"Nick Martinez","CIN",0,0.2516129,-0.009528849156917048,2.0606938064056726,7,42,1,0,92.92519212827288,93.8,111.54580645161292,106.68967741935482,"Nick Martinez",12730,607259
"Pablo López","MIN",0.13953488,0.24705882,-0.5149995291967189,,8,52,2,0,109.40535462452962,92.15470588235294,106.55470588235293,106.53176470588237,"Pablo Lopez",17085,641154
"Yoshinobu Yamamoto","LAD",0.05882353,0.28804348,3.101794477429983,,14,51,2,0,72.40106988238418,95.33967391304348,107.0342391304348,106.5233695652174,"Yoshinobu Yamamoto",33825,808967
"Nestor Cortes","NYY",0.06666667,0.27748691,3.6062474862541425,,12,46,2,0,97.68599820236322,105.70651916905928,105.8335922985982,106.49862072848056,"Nestor Cortes",17874,641482
"Jesús Luzardo","MIA",0.02631579,0.31216931,5.004369093849992,,11,49,2,0,88.11950162611713,92.74126984126984,103.93492063492064,106.37777777777778,"Jesus Luzardo",19959,666200
"Logan Webb","SFG",0.12121212,0.25242718,2.7718384101751457,,11,49,2,0,88.37148385857468,99.12961165048544,106.97572815533981,106.36990291262136,"Logan Webb",17995,657277
"Dominic Leone","CHW",0,0.36363636,,0.35137121382777786,1,3,0,0,55.47204334394781,116.92727272727271,109.39090909090909,106.32727272727271,"Dominic Leone",13763,608678
"Randy Rodríguez","SFG",0.05555556,0.3,,2.861645652700778,12,32,0,0,56.38130730677933,118.25142857142858,98.3157142857143,106.28857142857143,"Randy Rodriguez",23974,678495
"Jared Jones","PIT",0.05714286,0.28804348,1.7194964552356864,,12,50,2,0,92.31489735307686,121.47500000000001,100.13423913043479,105.98043478260868,"Jared Jones",27863,683003
"Yusei Kikuchi","TOR",0.10714286,0.29100529,2.9779705368322396,,15,47,2,0,64.88935300155435,106.47301587301588,100.58835978835977,105.95132275132276,"Yusei Kikuchi",20633,579328
"Jordan Romano","TOR",0,0.30434783,,-0.6785506754575852,4,14,0,1,72.14894153515048,162.25652173913042,96.0391304347826,105.92391304347827,"Jordan Romano",16122,605447
"Carson Fulmer","LAA",0.0625,0.30769231,,-0.23897090773036533,8,28,0,0,95.23164198972536,98.10480769230769,107.07019230769232,105.9048076923077,"Carson Fulmer",18311,608334
"Kutter Crawford","BOS",0.05769231,0.25951557,2.3913643803495823,,15,72,3,0,108.36991862772453,104.09653979238755,105.78373702422145,105.84429065743944,"Kutter Crawford",20531,676710
"Kevin Ginkel","ARI",0,0.28571429,,0.5318356374961185,3,16,0,0,113.08640984471066,108.04126984126985,104.08888888888889,105.83968253968254,"Kevin Ginkel",19876,656464
"Nabil Crismatt","LAD",0.11111111,0.26829268,,0.4949091106735601,3,12,0,0,65.01721373061683,98.65365853658537,100.15365853658537,105.82195121951219,"Nabil Crismatt",17732,622503
"Aaron Bummer","ATL",0,0.34375,,0.599749631051154,6,25,0,0,101.56552577301005,99.5010416666667,105.60312499999999,105.75520833333333,"Aaron Bummer",16258,607481
"Zack Wheeler","PHI",0.09259259,0.23272727,1.3830404527063522,,13,76,3,0,128.548485752711,111.13418181818183,100.97454545454544,105.70000000000002,"Zack Wheeler",10310,554430
"Robert Garcia","WSN",0,0.24285714,,1.238723250237746,5,18,0,0,95.77513998798878,109.21285714285713,110.96285714285713,105.59999999999998,"Robert Garcia",23363,676395
"Nick Vespi","BAL",0,0.27272727,,0.05391648828229023,0,4,0,0,150.57630102264974,81.84545454545456,109.0090909090909,105.5909090909091,"Nick Vespi",21093,663989
"Aaron Nola","PHI",0.01754386,0.26433121,4.555183032515701,,18,80,3,0,87.68233693585205,97.68833638140883,105.9494860314057,105.38921296588259,"Aaron Nola",16149,605400
"George Kirby","SEA",0.078125,0.2481203,-0.05382681685945864,,12,79,3,0,107.38696403957584,113.52105263157897,102.80300751879699,105.38721804511279,"George Kirby",25436,669923
"Andrew Nardi","MIA",0,0.29411765,,1.7044070748340086,6,18,0,0,69.96213520450873,104.84705882352941,105.72470588235292,105.33411764705882,"Andrew Nardi",25942,677053
"Amir Garrett","LAA",0.33333333,0.38235294,,-0.7397211513375186,4,8,0,0,68.29578799112836,92.8941176470588,105.09411764705884,105.32941176470588,"Amir Garrett",14375,607237
"Joey Estes","OAK",0.02777778,0.28571429,1.821796312509144,,10,50,2,0,123.39488762223115,96.24146238377008,107.24039971017993,105.31992512981522,"Joey Estes",26257,683155
"José Ruiz","PHI",0,0.35064935,,1.3677532195468853,7,21,0,0,75.66415600796522,104.22207792207791,107.64415584415582,105.31948051948052,"Jose Ruiz",14552,614179
"Logan Gillaspie","SDP",0,0.275,,0.19149254790923834,2,9,0,0,102.10415404931621,102.7225,110.08999999999999,105.285,"Logan Gillaspie",22461,670810
"Brandon Pfaadt","ARI",0,0.27807487,3.7922043471612903,,16,48,2,0,84.19091756904803,109.24385026737967,103.81122994652407,105.2620320855615,"Brandon Pfaadt",27782,694297
"Adam Ottavino","NYM",0.11111111,0.33333333,,0.7553874589858933,4,26,0,0,152.5173162586621,110.01666666666667,101.02142857142856,105.22380952380954,"Adam Ottavino",1247,493603
"Colin Holderman","PIT",0.09090909,0.31132075,,2.713317154449101,9,23,0,0,44.2924572966621,105.83793800539084,102.70795148247979,105.1272911051213,"Colin Holderman",22361,670059
"Luke Jackson","SFG",0.14285714,0.2519084,,-0.2707940270806427,10,29,0,0,93.86261426192709,129.87301302200268,91.43488998652896,105.11760215536596,"Luke Jackson",11752,592426
"Mitch Spence","OAK",0.14285714,0.28143713,0.6045519677635746,-1.348196734168804,9,42,2,0,112.28417616427488,103.54131736526946,101.85928143712574,104.98383233532934,"Mitch Spence",27707,687765
"Alex Vesia","LAD",0.2,0.33333333,,1.4313702694512764,9,21,0,0,76.68949745697033,113.25913978494624,101.5279569892473,104.91075268817202,"Alex Vesia",25007,681911
"Cristopher Sánchez","PHI",0.10344828,0.24381625,5.503248002984421,,15,77,3,0,72.23341330120104,93.83957597173145,99.97526501766785,104.80883392226147,"Cristopher Sanchez",20778,650911
"Enyel De Los Santos","SDP",0.125,0.29347826,,-0.1947192070812861,8,19,0,0,72.3771168874335,93.5467391304348,109.56956521739131,104.80652173913045,"Enyel De Los Santos",18403,660853
"Michael Grove","LAD",0.14285714,0.34210526,,0.060038260575352095,9,19,0,0,69.96213910644342,109.55131578947368,94.39605263157894,104.80526315789473,"Michael Grove",23221,675627
"Cole Ragans","KCR",0.09090909,0.31443299,5.079573295130021,,19,46,2,0,66.08210333710134,98.73917525773197,101.23814432989691,104.72835051546392,"Cole Ragans",21846,666142
"Josh Staumont","MIN",0,0.29166667,,0.011806920548608824,2,11,0,0,131.3507821546281,112.74791666666668,92.05624999999999,104.72291666666666,"Josh Staumont",18335,622251
"Shota Imanaga","CHC",0.13333333,0.31182796,4.375861438098757,,15,49,2,0,68.62531370707295,89.15276232851316,106.5067976764306,104.63103448275864,"Shota Imanaga",33829,684007
"Greg Weissert","BOS",0,0.28,,1.7649851105351444,8,28,0,0,65.45277863928864,98.19919999999999,102.51039999999999,104.4992,"Greg Weissert",20375,669711
"Lucas Erceg","OAK",0.13333333,0.27536232,,0.17581573739996798,5,20,0,0,59.398811836160384,111.2231884057971,108.75942028985507,104.40289855072463,"Lucas Erceg",19360,668674
"Tarik Skubal","DET",0.14814815,0.27647059,2.413747750889455,,12,41,2,0,62.37745032435625,103.92117647058822,102.57529411764706,104.38235294117646,"Tarik Skubal",22267,669373
"A.J. Minter","ATL",0.07692308,0.25806452,,-1.0975019898283354,2,16,0,1,125.79374978049536,105.96774193548386,108.96612903225805,104.33870967741936,"A.J. Minter",18655,621345
"Tayler Scott","HOU",0,0.34931507,,2.448698694541956,11,34,0,0,52.513116694124605,86.3527397260274,100.53767123287672,104.32328767123288,"Tayler Scott",13652,605463
"Yu Darvish","SDP",0.06,0.32624113,1.9300276762592619,,21,74,3,0,84.25599581650425,97.70718891038038,107.0785514721685,104.16043412851923,"Yu Darvish",13074,506433
"Chris Roycroft","STL",0,0.23188406,,-0.4708879192285193,2,15,0,0,179.22699960953344,136.69565217391303,96.81014492753624,104.12608695652173,"Chris Roycroft",31261,688297
"Jack Flaherty","DET",0.02222222,0.32333333,3.857807747952377,,25,73,3,0,37.87842768304281,96.34071428571428,103.39995238095239,104.11860317460317,"Jack Flaherty",17479,656427
"Robert Suarez","SDP",0.07692308,0.24,,2.82053699470931,6,20,0,2,97.9756221883965,133.132,101.18,104.09200000000001,"Robert Suarez",30115,663158
"Zach Eflin","TBR",0.12195122,0.25301205,2.2285145231286196,,5,46,2,0,114.05178467807073,89.39397590361445,107.52710843373494,104.08373493975904,"Zach Eflin",13774,621107
"Tyler Duffey","KCR",0.14285714,0.21818182,,-0.22186860225135888,2,12,0,0,210.72430167856155,84.54363636363635,105.94181818181816,104.08181818181818,"Tyler Duffey",13758,608648
"David Bednar","PIT",0.04545455,0.22764228,,2.2008071279447554,5,29,0,4,123.26376190189639,123.76747967479676,95.56991869918701,104.07560975609755,"David Bednar",19569,670280
"Angel Zerpa","KCR",0.06666667,0.24675325,,0.542797069025662,3,20,0,0,114.25249476824762,95.35194805194806,101.40519480519481,104.06753246753246,"Angel Zerpa",22717,672582
"Ryan Pressly","HOU",0,0.27536232,,1.5258636708740856,3,20,0,0,90.7403190215201,111.26666666666668,96.86086956521739,104.01884057971013,"Ryan Pressly",7005,519151
"Justin Steele","CHC",0.10810811,0.25414365,0.06609018364144174,,12,52,2,0,95.23296976179542,99.43756906077347,102.62983425414365,104.00552486187846,"Justin Steele",17312,657006
"Calvin Faucher","MIA",0.11764706,0.27,,0.990158255445362,5,24,0,0,92.89416147670825,140.49800000000002,99.64099999999999,103.995,"Calvin Faucher",20116,676534
"Clarke Schmidt","NYY",0.09090909,0.30541872,2.9702711127851558,,14,50,2,0,76.76776361532153,120.35517241379311,101.20640394088669,103.89014778325122,"Clarke Schmidt",19899,657376
"MacKenzie Gore","WSN",0.04,0.27483444,3.4313848266143148,,20,76,3,0,85.72780849081612,115.75794701986756,102.63311258278146,103.84602649006622,"MacKenzie Gore",22201,669022
"Gabe Speier","SEA",0.11111111,0.2238806,,-0.23064729601831427,2,14,0,0,214.69504979654772,95.6089552238806,105.07014925373134,103.81940298507463,"Gabe Speier",17170,642100
"Edwin Díaz","NYM",0.17647059,0.32142857,,-2.6198001063796057,8,29,0,0,100.30010542038552,115.55535714285715,92.24553571428571,103.79285714285713,"Edwin Diaz",14710,621242
"Reid Detmers","LAA",0.12121212,0.29885057,0.29972855471964827,,10,46,2,0,99.04953034835074,101.69929078014184,102.68250794815359,103.7851308388359,"Reid Detmers",27468,672282
"Jonathan Hernández","TEX",0.05555556,0.28205128,,-1.1939993879417072,9,34,0,0,113.18705200847884,102.96696581196582,100.39615384615385,103.71935897435898,"Jonathan Hernandez",17464,642546
"Max Fried","ATL",0,0.30051813,4.21188848646048,,11,54,2,0,71.1006864638314,102.0761658031088,101.14818652849742,103.54611398963732,"Max Fried",13743,608331
"Cooper Criswell","BOS",0.07142857,0.29608939,1.2213836437805414,,9,41,2,0,81.01027529419646,115.04189944134079,101.5117318435754,103.52234636871508,"Cooper Criswell",24975,681867
"Camilo Doval","SFG",0.1,0.31081081,,1.8582788117985687,12,37,0,3,73.51994130414111,107.73310810810811,102.52567567567569,103.5,"Camilo Doval",21992,666808
"James McArthur","KCR",0.0952381,0.29,,-1.2344814624540192,5,26,0,3,83.31542408064003,104.345,97.77099999999999,103.411,"James McArthur",21527,663704
"Yimi García","TOR",0,0.328125,,1.972196374906588,7,18,0,0,66.0166178997737,112.3765625,97.60992647058823,103.40625,"Yimi Garcia",12095,554340
"Logan Gilbert","SEA",0.03636364,0.24806202,3.0182110024819133,,12,72,3,0,90.8598843953482,122.54350275713257,99.4941420922241,103.39021417725567,"Logan Gilbert",22250,669302
